관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
경상남도 창원시청,경상남도 창원시 의창구 동읍 다호리 265,,생활방범,1,,,30,,055-225-3671,35.29909,128.673324,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 용강리 788-1(사또식당 앞),,생활방범,1,,,30,,055-225-3101,35.2699014,128.6316985,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  의창대로491번길 57-10(용암마을회관앞),,생활방범,1,,,30,,055-225-3101,35.2727763,128.6447152,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  용남길 84(주차장 앞 버스정류장),,생활방범,1,,,30,,055-225-3101,35.2762061,128.6569141,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 덕산리 432(덕산마을 삼거리),,생활방범,1,,,30,,055-225-3101,35.2692961,128.6714532,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 의창대로 752(덕산마을 굴다리 방향),,생활방범,1,,,30,,055-225-3101,35.2744781,128.6743726,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 덕산리 794-13(버스정류장 앞),,생활방범,1,,,30,,055-225-3101,35.2702233,128.6623164,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 자여로93번길 26(동부산4차 뒷길),,생활방범,1,,,30,,055-225-3101,35.2767359,128.7020588,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 용정리 143-2(용정1구마을회관앞버스정류장),,생활방범,1,,,30,,055-225-3101,35.2752074,128.7030402,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 용정리 13-14(굴다리 방향),,생활방범,1,,,30,,055-225-3101,35.278429,128.705271,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 자여로 120(성룡상회 앞),,생활방범,1,,,30,,055-225-3101,35.2738661,128.704293,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 자여로115번길 88(외단마을 삼거리),,생활방범,1,,,30,,055-225-3101,35.2701223,128.711243,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 무성길 32-25(무성마을회관앞버스정류장),,생활방범,1,,,30,,055-225-3101,35.2892436,128.699591,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 무점길88번길 7(무점마을 삼거리앞),,생활방범,1,,,30,,055-225-3101,35.2928133,128.6933622,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 무점리 8(원진가스 앞),,생활방범,1,,,30,,055-225-3101,35.2946778,128.6987725,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍로83번길 33-3(용잠본동마을회관 앞),,생활방범,1,,,30,,055-225-3101,35.283024,128.6788531,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 용잠로41번길 4(춘광2차 옆 삼거리),,생활방범,1,,,30,,055-225-3101,35.2798009,128.689025,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 용잠로35번길 31(서광아파트 뒷길),,생활방범,1,,,30,,055-225-3101,35.2819212,128.6898714,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 신방로 5-16(동읍농협 옆길),,생활방범,1,,,30,,055-225-3101,35.2851517,128.6817037,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 신방리 378-1(칠성그린아파트에서 모암1구마을방향),,생활방범,1,,,30,,055-225-3101,35.293798,128.675524,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 주남로71번길 8(가월마을 주택가),,생활방범,1,,,30,,055-225-3101,35.3044833,128.6749051,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 월잠리 385-3(가월마을 도로변),,생활방범,1,,,30,,055-225-3101,35.3028742,128.6734528,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 주남로 177-4(동월마을 버스정류장),,생활방범,1,,,30,,055-225-3101,35.3076407,128.6862325,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 주남로128번길 17(엠스코 앞),,생활방범,1,,,30,,055-225-3101,35.3056913,128.6815409,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 화양리 938(화목마을 삼거리),,생활방범,1,,,30,,055-225-3101,35.3017915,128.6506476,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  동읍 화양리 187-1(고양마을),,생활방범,1,,,30,,055-225-3101,35.3064028,128.6552774,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 석산리 504-3(석산마을 버스정류장),,생활방범,1,,,30,,055-225-3101,35.3128549,128.6587742,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 금산리 141-1(금산마을 버스정류장),,생활방범,1,,,30,,055-225-3101,35.3332932,128.667035,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 금산리 273-2(양교마을 버스정류장),,생활방범,1,,,30,,055-225-3101,35.3426846,128.6676123,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍로 1016(주남요양센터 앞),,생활방범,1,,,30,,055-225-3101,35.3453718,128.6639127,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 봉곡리 35-2(봉곡마을 버스정류장),,생활방범,1,,,30,,055-225-3101,35.3448812,128.6559168,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 봉강리 105-1(봉강보건진료소 앞),,생활방범,1,,,30,,055-225-3101,35.3555902,128.6535724,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 봉강리 496-2(전촌마을 버스정류장),,생활방범,1,,,30,,055-225-3101,35.3597939,128.6534233,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 본포리 산 60-13(본포마을 버스정류장),,생활방범,1,,,30,,055-225-3101,35.3629055,128.64876,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  동읍 노연리 87-1(달천마을 버스정류장),,생활방범,1,,,30,,055-225-3101,35.3594093,128.6614796,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 노연리 575-8(노옥마을 버스정류장),,생활방범,1,,,30,,055-225-3101,35.3593809,128.6690173,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 노연로228번길 36(용연마을 다리앞),,생활방범,1,,,30,,055-225-3101,35.3545887,128.667237,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 산남리 309-42(합산마을 버스정류장),,생활방범,1,,,30,,055-225-3101,35.3371793,128.6771093,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 산남리 576-1(죽동마을 버스정류장)_1,,생활방범,1,,,30,,055-225-3101,35.3518709,128.6806454,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동읍 산남리 576-1(죽동마을 버스정류장)_2,,생활방범,1,,,30,,055-225-3101,35.3518709,128.6806454,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  동읍 용잠리 222-16(창덕중학교 좁은골목길),,생활방범,1,,,30,,055-225-3101,35.2787806,128.6883736,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  동읍 신방리 869-1(창원동중학교 앞 칠성근린아파트 103동 앞)_1,,생활방범,1,,,30,,055-225-3101,35.2916691,128.6759071,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  동읍 신방리 869-1(창원동중학교 앞 칠성근린아파트 103동 앞)_2,,생활방범,1,,,30,,055-225-3101,35.2916691,128.6759071,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 봉강가술로 201번길 1(보광사 앞 버스정류장),,생활방범,1,,,30,,055-225-3101,35.3523433,128.6764293,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 단내로594(현천마을입구)_1,,생활방범,1,,,30,,055-225-3101,35.343729,128.581842,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 단내로594(현천마을입구)_2,,생활방범,1,,,30,,055-225-3101,35.343729,128.581842,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 신리길 33(신리어린이공원)_1,,생활방범,1,,,30,,055-225-3101,35.347456,128.604782,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 신리길 33(신리어린이공원)_2,,생활방범,1,,,30,,055-225-3101,35.347456,128.604782,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 천주로 1083번길 4(북면복지센터 앞),,생활방범,1,,,30,,055-225-3101,35.347342,128.60762,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 달천길52번길 28(외감 마을회관 앞),,생활방범,1,,,30,,055-225-3101,35.289905,128.598967,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 마산리 6(월계마을 입구)_1,,생활방범,1,,,30,,055-225-3101,35.35372,128.634428,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 마산리 6(월계마을 입구_2,,생활방범,1,,,30,,055-225-3101,35.35372,128.634428,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 무곡리 480-2(창원농산 옆)_1,,생활방범,1,,,30,,055-225-3101,35.327688,128.584707,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 무곡리 480-2(창원농산 옆)_2,,생활방범,1,,,30,,055-225-3101,35.327688,128.584707,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 상천리 532-1번지(소라마을입구)_1,,생활방범,1,,,30,,055-225-3101,35.358873,128.585342,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 상천리 532-1번지(소라마을입구)_2,,생활방범,1,,,30,,055-225-3101,35.358873,128.585342,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 월백리 469-1 (남백마을입구)_1,,생활방범,1,,,30,,055-225-3101,35.318015,128.636244,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 월백리 469-1 (남백마을입구)_2,,생활방범,1,,,30,,055-225-3101,35.318015,128.636244,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 하천리 155-21(신천마을삼거리)_1,,생활방범,1,,,30,,055-225-3101,35.373104,128.613712,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 하천리 155-21(신천마을삼거리)_2,,생활방범,1,,,30,,055-225-3101,35.373104,128.613712,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 하천리 155-21(신천마을삼거리)_3,,생활방범,1,,,30,,055-225-3101,35.373104,128.613712,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 외감리 산 25-18(지계리 입구 버스정류장)_1,,생활방범,1,,,30,,055-225-3101,35.285846,128.610237,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 외감리 산 25-18(지계리 입구 버스정류장)_2,,생활방범,1,,,30,,055-225-3101,35.285846,128.610237,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  북면 외감리 산 25-18(지계리 입구 버스정류장)_3,,생활방범,1,,,30,,055-225-3101,35.285846,128.610237,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 북면 신촌리 1226-10(SK주유소 앞 내곡삼거리),,생활방범,1,,,30,,055-225-3101,35.3399698,128.6010735,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 북면 외산리 957-1(내산마을 버스정류장 앞),,생활방범,1,,,30,,055-225-3101,35.375736,128.5907428,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 백월로 164(월산마을 공영주차장 앞),,생활방범,1,,,30,,055-225-3101,35.3204062,128.6246964,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 북면 대산리 701-18(갈전마을 버스정류장 앞 다리),,생활방범,1,,,30,,055-225-3101,35.3035012,128.62711,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 북면 무곡리 68-1(신동마을 버스정류장 앞),,생활방범,1,,,30,,055-225-3101,35.3302343,128.6008123,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 천주로 1043(바깐신천 버스정류장 앞),,생활방범,1,,,30,,055-225-3101,35.368972,128.6259795,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 북면 마산리 산72-1(마산마을 입구 사거리),,생활방범,1,,,30,,055-225-3101,35.344211,128.6175275,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 운무로681번길 22 (신음마을 갈임길 앞 다리),,생활방범,1,,,30,,055-225-3101,35.3259075,128.5781593,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동곡로 65(무동초등학교-STX칸 아파트 앞),,생활방범,1,,,30,,055-225-3101,35.321327,128.5812669,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 동곡로 65(무동초등학교-휴먼빌아파트 앞),,생활방범,1,,,30,,055-225-3101,35.3204,128.5826846,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 가술리 569-10(주남저수지 둑방길)_1,,생활방범,1,,,30,,055-225-3101,35.315064,128.685317,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 가술리 569-10(주남주주지 둑방길_2,,생활방범,1,,,30,,055-225-3101,35.315064,128.685317,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 갈전로 17 (신전버스장류장)_1,,생활방범,1,,,30,,055-225-3101,35.36708,128.674157,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 갈전로 17 (신전버스정류장)_2,,생활방범,1,,,30,,055-225-3101,35.36708,128.674157,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 유등로 5 (대산 미곡처리장),,생활방범,1,,,30,,055-225-3101,35.326453,128.715509,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 진산대로 260번길 285 (김해경계 우암교),,생활방범,1,,,30,,055-225-3101,35.320062,128.741238,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 북부리 570-1 (중앙교),,생활방범,1,,,30,,055-225-3101,35.342703,128.7163,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 유등로 360-4(유청마을회관)_1,,생활방범,1,,,30,,055-225-3101,35.34281,128.743338,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 유등로 360-4(유청마을회관)_2,,생활방범,1,,,30,,055-225-3101,35.34281,128.743338,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 일동리 115-10 (밀양경계 수산교),,생활방범,1,,,30,,055-225-3101,35.366693,128.701112,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 주남로 574-2(대산면사무소 앞),,생활방범,1,,,30,,055-225-3101,35.334997,128.708403,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 진남로 72 (남포마을회관 입구)_1,,생활방범,1,,,30,,055-225-3101,35.309119,128.709259,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 진남로 72 (남포마을회관 입구)_2,,생활방범,1,,,30,,055-225-3101,35.309119,128.709259,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 제동길 50 (제동마을회관 입구),,생활방범,1,,,30,,055-225-3101,35.3335,128.71377,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 진산대로 260번길 100_1,,생활방범,1,,,30,,055-225-3101,35.321504,128.723783,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 진산대로 260번길 100_2,,생활방범,1,,,30,,055-225-3101,35.321504,128.723783,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 갈전리 21-23(영길농장 앞)_1,,생활방범,1,,,30,,055-225-3101,35.355301,128.686258,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 갈전리 21-23(영길농장 앞)_2,,생활방범,1,,,30,,055-225-3101,35.355301,128.686258,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 갈전리 21-23(영길농장 앞)_3,,생활방범,1,,,30,,055-225-3101,35.355301,128.686258,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 유등로 403(유등마을회관 앞)_1,,생활방범,1,,,30,,055-225-3101,35.34517,128.747211,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 유등로 403(유등마을회관 앞)_2,,생활방범,1,,,30,,055-225-3101,35.345341,128.747194,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 유등리 117-15(유등마을 버스정쥬장)_1,,생활방범,1,,,30,,055-225-3101,35.345043,128.749525,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  대산면 유등리 117-15(유등마을 버스정류장)_2,,생활방범,1,,,30,,055-225-3101,35.345043,128.749525,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 갈전로 55(상리마을 회관앞),,생활방범,1,,,30,,055-225-3101,35.3661582,128.6776428,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 주남로483번길 20-43(장등마을회관 앞 사거리)_1,,생활방범,1,,,30,,055-225-3101,35.3301035,128.7019813,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 주남로483번길 20-43(장등마을회관 앞 골목길)_2,,생활방범,1,,,30,,055-225-3101,35.3301035,128.7019813,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 대산면 제동리 543-11(고등포마을버스정류장 앞 삼거리),,생활방범,1,,,30,,055-225-3101,35.3206052,128.6893975,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 대산북로524번길 118(구산회관 앞),,생활방범,1,,,30,,055-225-3101,35.3578021,128.6949559,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 가술길1번길 3-1(대산가술시장 안)_1,,생활방범,1,,,30,,055-225-3101,35.3344365,128.7073397,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 가술길1번길 3-1(대산가술시장 안)_2,,생활방범,1,,,30,,055-225-3101,35.3344365,128.7073397,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 봉강가술로 410(대방마을 버스정류장 인근),,생활방범,1,,,30,,055-225-3101,35.3423315,128.6946333,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 우암로 6(덕현마을 버스정류장),,생활방범,1,,,30,,055-225-3101,35.3356695,128.726331,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 진산대로 431(수산면가 앞),,생활방범,1,,,30,,055-225-3101,35.3380389,128.7090105,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 주남로434번길 1(세진테크 옆길),,생활방범,1,,,30,,055-225-3101,35.3234228,128.7013513,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 진산대로528번길 30(송등마을회관 앞),,생활방범,1,,,30,,055-225-3101,35.3479381,128.7126132,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 대산북로524번길 15-11(수정마을회관 방향),,생활방범,1,,,30,,055-225-3101,35.3660694,128.6963666,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 가술산남로 42(신동마을 버스정류장 앞),,생활방범,1,,,30,,055-225-3101,35.3227669,128.6950081,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 대산북로 503(신성마을 다리 앞),,생활방범,1,,,30,,055-225-3101,35.3676202,128.6924364,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 유등로 172(우암마을),,생활방범,1,,,30,,055-225-3101,35.3378032,128.7262671,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 갈전로 103(사거리),,생활방범,1,,,30,,055-225-3101,35.3671649,128.6822378,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 진산대로 350(대산중고타이어 옆길),,생활방범,1,,,30,,055-225-3101,35.330906,128.7103643,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 주남로327번길 11(주남마을 정자 앞),,생활방범,1,,,30,,055-225-3101,35.3154585,128.6933448,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 진산대로260번길 3(유경어린이집 옆),,생활방범,1,,,30,,055-225-3101,35.3257902,128.7171426,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 진남로 149(화훼연구소 앞 사거리),,생활방범,1,,,30,,055-225-3101,35.316232,128.7078305,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 모산길 17(부산횟집 앞),,생활방범,1,,,30,,055-225-3101,35.3529054,128.7102774,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 죽송로133번길 2(송정마을회관 인근),,생활방범,1,,,30,,055-225-3101,35.3604392,128.682717,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 대산면 북부리 828-1(동부마을 버스정류장),,생활방범,1,,,30,,055-225-3101,35.3460303,128.7273225,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 우암로 133(신곡마을회관 인근),,생활방범,1,,,30,,055-225-3101,35.327698,128.7357307,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 유등남길40번길 2(동곡마을 삼거리),,생활방범,1,,,30,,055-225-3101,35.3335091,128.7360999,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 대산면 가술리 979-3(백양마을 버스정류장),,생활방범,1,,,30,,055-225-3101,35.3273447,128.6876244,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 진산대로 394-25(대산중학교 경로당),,생활방범,1,,,30,,055-225-3101,35.3348596,128.7102278,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 북부리 826-3(북부마을 입구)_1,,생활방범,1,,,30,,055-225-3101,35.3467891,128.7242221,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구 북부리 826-3(북부마을 입구)_2,,생활방범,1,,,30,,055-225-3101,35.3467891,128.7242221,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  동정동 305-7(무학아파트 앞),,생활방범,1,,,30,,055-225-3101,35.263321,128.613769,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  서상동 422-2(효성연립 뒤)_1,,생활방범,1,,,30,,055-225-3101,35.263336,128.621022,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  서상동 422-2(효성연립 뒤)_2,,생활방범,1,,,30,,055-225-3101,35.263336,128.621022,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  서상동 8(창원시 축산농협 앞),,생활방범,1,,,30,,055-225-3101,35.262724,128.622956,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  소계동 706-1 (이조빌라 C동 옆_소계 놀이터),,생활방범,1,,,30,,055-225-3101,35.258408,128.601064,2018-06-30
경상남도 창원시청,"경상남도 창원시 의창구  소계로 83-6, (소계시장-창원황약국)_1",,생활방범,1,,,30,,055-225-3101,35.256744,128.59961,2018-06-30
경상남도 창원시청,"경상남도 창원시 의창구  소계로 83-6, (소계동-소계시장_법안정사 앞)_2",,생활방범,1,,,30,,055-225-3101,35.257025,128.599342,2018-06-30
경상남도 창원시청,"경상남도 창원시 의창구  소계로 83-6, (소계동-소계시장_법안정사 앞)_3",,생활방범,1,,,30,,055-225-3101,35.257025,128.599342,2018-06-30
경상남도 창원시청,"경상남도 창원시 의창구  소계로 83-6, (소계동-소계시장_법안정사 앞)_4",,생활방범,1,,,30,,055-225-3101,35.257025,128.599342,2018-06-30
경상남도 창원시청,"경상남도 창원시 의창구  소계로 83-6, (소계동-소계시장_법안정사 앞)_5",,생활방범,1,,,30,,055-225-3101,35.257025,128.599342,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  소계동 910-3 (소계주유소 앞),,생활방범,1,,,30,,055-225-3101,35.255906,128.600267,2018-06-30
경상남도 창원시청,경상남도 창원시 의창구  소답동 114-4 (소답 어린이공원_땅땅치킨 앞),,생활방범,1,,,30,,055-225-3101,35.261956,128.62639,2018-06-30
경상남도 창원시청,"경상남도 창원시 의창구  읍성로67번길 30, (소답대림맨션 입구)",,생활방범,1,,,30,,055-225-3101,35.26754,128.625358,2018-06-30
