,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
13,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_7,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,10.0,시설물관리 및 방범,30,2009-03,055-712-0174,35.216826,128.705125,2018-08-17
14,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_8,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,10.0,시설물관리 및 방범,30,2009-03,055-712-0174,35.216826,128.705125,2018-08-17
15,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_9,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,10.0,시설물관리 및 방범,30,2009-03,055-712-0174,35.216826,128.705125,2018-08-17
16,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_10,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,10.0,시설물관리 및 방범,30,2009-03,055-712-0174,35.216826,128.705125,2018-08-17
17,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_11,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,10.0,시설물관리 및 방범,30,2009-03,055-712-0174,35.216826,128.705125,2018-08-17
18,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_12,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,10.0,시설물관리 및 방범,30,2009-03,055-712-0174,35.216826,128.705125,2018-08-17
19,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_13,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,10.0,시설물관리 및 방범,30,2009-03,055-712-0174,35.216826,128.705125,2018-08-17
20,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_14,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,10.0,시설물관리 및 방범,30,2009-03,055-712-0174,35.216826,128.705125,2018-08-17
21,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_15,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,10.0,시설물관리 및 방범,30,2009-03,055-712-0174,35.216826,128.705125,2018-08-17
22,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_16,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,10.0,시설물관리 및 방범,30,2009-03,055-712-0174,35.216826,128.705125,2018-08-17
23,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_17,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,10.0,시설물관리 및 방범,30,2009-03,055-712-0174,35.216826,128.705125,2018-08-17
24,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_18,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,10.0,시설물관리 및 방범,30,2009-03,055-712-0174,35.216826,128.705125,2018-08-17
25,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_1,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,21.0,시설물관리 및 방범,30,2017-12,055-712-0174,35.216826,128.705125,2018-08-17
26,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_2,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,21.0,시설물관리 및 방범,30,2017-12,055-712-0174,35.216826,128.705125,2018-08-17
27,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_3,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,21.0,시설물관리 및 방범,30,2017-12,055-712-0174,35.216826,128.705125,2018-08-17
28,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_4,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,21.0,시설물관리 및 방범,30,2017-12,055-712-0174,35.216826,128.705125,2018-08-17
29,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_5,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,21.0,시설물관리 및 방범,30,2017-12,055-712-0174,35.216826,128.705125,2018-08-17
30,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_6,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,21.0,시설물관리 및 방범,30,2017-12,055-712-0174,35.216826,128.705125,2018-08-17
31,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_7,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,21.0,시설물관리 및 방범,30,2017-12,055-712-0174,35.216826,128.705125,2018-08-17
32,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_8,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,21.0,시설물관리 및 방범,30,2017-12,055-712-0174,35.216826,128.705125,2018-08-17
33,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_9,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,21.0,시설물관리 및 방범,30,2017-12,055-712-0174,35.216826,128.705125,2018-08-17
34,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_10,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,21.0,시설물관리 및 방범,30,2017-12,055-712-0174,35.216826,128.705125,2018-08-17
35,창원시설공단,경상남도 창원시 성산구 창이대로 781 대방동_11,경상남도 창원시 성산구 창이대로 781 대방동,생활방범,1,21.0,시설물관리 및 방범,30,2017-12,055-712-0174,35.216826,128.705125,2018-08-17
36,창원시설공단,경상남도 창원시 의창구 서곡길 15_1,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
37,창원시설공단,경상남도 창원시 의창구 서곡길 15_2,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
38,창원시설공단,경상남도 창원시 의창구 서곡길 15_3,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
39,창원시설공단,경상남도 창원시 의창구 서곡길 15_4,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
40,창원시설공단,경상남도 창원시 의창구 서곡길 15_5,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
41,창원시설공단,경상남도 창원시 의창구 서곡길 15_6,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
42,창원시설공단,경상남도 창원시 의창구 서곡길 15_7,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
43,창원시설공단,경상남도 창원시 의창구 서곡길 15_8,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
44,창원시설공단,경상남도 창원시 의창구 서곡길 15_9,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
45,창원시설공단,경상남도 창원시 의창구 서곡길 15_10,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
46,창원시설공단,경상남도 창원시 의창구 서곡길 15_11,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
47,창원시설공단,경상남도 창원시 의창구 서곡길 15_12,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
48,창원시설공단,경상남도 창원시 의창구 서곡길 15_13,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
49,창원시설공단,경상남도 창원시 의창구 서곡길 15_14,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
50,창원시설공단,경상남도 창원시 의창구 서곡길 15_15,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
51,창원시설공단,경상남도 창원시 의창구 서곡길 15_16,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
52,창원시설공단,경상남도 창원시 의창구 서곡길 15_17,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
53,창원시설공단,경상남도 창원시 의창구 서곡길 15_18,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
54,창원시설공단,경상남도 창원시 의창구 서곡길 15_19,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
55,창원시설공단,경상남도 창원시 의창구 서곡길 15_20,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
56,창원시설공단,경상남도 창원시 의창구 서곡길 15_21,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
57,창원시설공단,경상남도 창원시 의창구 서곡길 15_22,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
58,창원시설공단,경상남도 창원시 의창구 서곡길 15_23,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
59,창원시설공단,경상남도 창원시 의창구 서곡길 15_24,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
60,창원시설공단,경상남도 창원시 의창구 서곡길 15_25,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
61,창원시설공단,경상남도 창원시 의창구 서곡길 15_26,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
62,창원시설공단,경상남도 창원시 의창구 서곡길 15_27,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
63,창원시설공단,경상남도 창원시 의창구 서곡길 15_28,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
64,창원시설공단,경상남도 창원시 의창구 서곡길 15_29,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
65,창원시설공단,경상남도 창원시 의창구 서곡길 15_30,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
66,창원시설공단,경상남도 창원시 의창구 서곡길 15_31,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
67,창원시설공단,경상남도 창원시 의창구 서곡길 15_32,경상남도 창원시 의창구 명서동 30,생활방범,1,210.0,건물주변,30,2018-01,055-712-0235,35.252875700000004,128.647712,2018-08-17
68,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_1,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
69,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_2,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
70,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_3,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
71,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_4,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
72,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_5,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
73,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_6,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
74,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_7,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
75,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_8,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
76,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_9,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
77,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_10,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
78,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_11,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
79,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_12,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
80,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_13,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
81,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_14,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
82,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_15,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
83,창원시설공단,경상남도 창원시 마산합포구 동서남1길 5_16,경상남도 창원시 마산합포구 신포동 2가 48-1,생활방범,1,100.0,복지관 외곽지역 (고정식),30,2018-04,055-712-0209,35.2022823,128.5711882,2018-08-17
84,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_1,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
85,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_2,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
86,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_3,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
87,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_4,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
88,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_5,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
89,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_6,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
90,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_7,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
91,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_8,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
92,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_9,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
93,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_10,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
94,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_11,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
95,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_12,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
96,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_13,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
97,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_14,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
98,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_15,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
99,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_16,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
100,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_17,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
101,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_18,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
102,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_19,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
103,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_20,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
104,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_21,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
105,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_22,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
106,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_23,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
107,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_24,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
108,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_25,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
109,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_26,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
110,창원시설공단,경상남도 창원시 마산합포구 진동면 신서촌로 15_27,경상남도 창원시 마산합포구 진동면 진동리 872번지,시설물관리,1,200.0,특정방면,30,2018-04,055-712-0262,35.115899,128.483196,2018-08-17
111,창원시설공단,경상남도 창원시 마산합포구 가포로739_1,경상남도 창원시 마산합포구 덕동동 714,시설물관리,1,200.0,특정방면,30,2017-12,055-712-0262,35.135075,128.570076,2018-08-17
112,창원시설공단,경상남도 창원시 마산합포구 가포로739_2,경상남도 창원시 마산합포구 덕동동 714,시설물관리,1,200.0,특정방면,30,2017-12,055-712-0262,35.135075,128.570076,2018-08-17
113,창원시설공단,경상남도 창원시 마산합포구 가포로739_3,경상남도 창원시 마산합포구 덕동동 714,시설물관리,1,200.0,특정방면,30,2017-12,055-712-0262,35.135075,128.570076,2018-08-17
114,창원시설공단,경상남도 창원시 마산합포구 가포로739_4,경상남도 창원시 마산합포구 덕동동 714,시설물관리,1,200.0,특정방면,30,2017-12,055-712-0262,35.135075,128.570076,2018-08-17
115,창원시설공단,경상남도 창원시 마산합포구 가포로739_5,경상남도 창원시 마산합포구 덕동동 714,시설물관리,1,200.0,특정방면,30,2017-12,055-712-0262,35.135075,128.570076,2018-08-17
116,창원시설공단,경상남도 창원시 마산합포구 가포로739_6,경상남도 창원시 마산합포구 덕동동 714,시설물관리,1,200.0,특정방면,30,2017-12,055-712-0262,35.135075,128.570076,2018-08-17
117,창원시설공단,경상남도 창원시 마산합포구 진동면 공원묘원로 232_1,경상남도 창원시 마산합포구 진동면 인곡리 47-1번지,생활방범,1,41.0,특정방면,30,2011-12,055-712-0904,35.139489000000005,128.531296,2018-08-17
118,창원시설공단,경상남도 창원시 마산합포구 진동면 공원묘원로 232_2,경상남도 창원시 마산합포구 진동면 인곡리 47-1번지,생활방범,1,41.0,특정방면,30,2011-12,055-712-0904,35.139489000000005,128.531296,2018-08-17
119,창원시설공단,경상남도 창원시 마산합포구 진동면 공원묘원로 232_3,경상남도 창원시 마산합포구 진동면 인곡리 47-1번지,생활방범,1,41.0,특정방면,30,2011-12,055-712-0904,35.139489000000005,128.531296,2018-08-17
120,창원시설공단,경상남도 창원시 마산합포구 진동면 공원묘원로 232_4,경상남도 창원시 마산합포구 진동면 인곡리 47-1번지,생활방범,1,41.0,특정방면,30,2011-12,055-712-0904,35.139489000000005,128.531296,2018-08-17
121,창원시설공단,경상남도 창원시 마산합포구 진동면 공원묘원로 136-106_1,경상남도 창원시 마산합포구 진동면 인곡리 산 198번지,생활방범,1,41.0,특정방면,30,2008-03,055-712-0904,35.141631,128.522554,2018-08-17
122,창원시설공단,경상남도 창원시 마산합포구 진동면 공원묘원로 136-106_2,경상남도 창원시 마산합포구 진동면 인곡리 산 198번지,생활방범,1,41.0,특정방면,30,2008-03,055-712-0904,35.141631,128.522554,2018-08-17
123,창원시설공단,경상남도 창원시 마산합포구 진동면 공원묘원로 136-106_3,경상남도 창원시 마산합포구 진동면 인곡리 산 198번지,생활방범,1,41.0,특정방면,30,2008-03,055-712-0904,35.141631,128.522554,2018-08-17
124,창원시설공단,경상남도 창원시 마산합포구 진동면 공원묘원로 136-106_4,경상남도 창원시 마산합포구 진동면 인곡리 산 198번지,생활방범,1,41.0,특정방면,30,2008-03,055-712-0904,35.141631,128.522554,2018-08-17
